Id,Postcode,Locality,State,Region,Latitude,Longitude
232,0800,DARWIN,NT,Darwin,-12.3932794,130.7766611
24049,0800,DARWIN CITY,NT,Darwin,-12.3932794,130.7766611
233,0801,DARWIN,NT,Darwin,-12.4634403,130.8456418
234,0804,PARAP,NT,Darwin,-12.4324801,130.8462536
235,0810,ALAWA,NT,Darwin,-12.38,130.873
236,0810,BRINKIN,NT,Darwin,-12.37,130.867
237,0810,CASUARINA,NT,Darwin,-12.373333,130.881667
19972,0810,COCONUT GROVE,NT,Darwin,-12.3989,130.852
239,0810,JINGILI,NT,Darwin,-12.386667,130.875278
240,0810,LEE POINT,NT,Darwin,-12.339444,130.893056
19973,0810,LYONS,NT,Darwin,-12.3603,130.889
241,0810,MILLNER,NT,Darwin,-12.391111,130.863208
242,0810,MOIL,NT,Darwin,-12.388889,130.879167
19974,0810,MUIRHEAD,NT,Darwin,-12.3583,130.896
243,0810,NAKARA,NT,Darwin,-12.369444,130.878056
244,0810,NIGHTCLIFF,NT,Darwin,-12.383,130.849
245,0810,RAPID CREEK,NT,Darwin,-12.380833,130.862222
246,0810,TIWI,NT,Darwin,-12.363333,130.880278
247,0810,WAGAMAN,NT,Darwin,-12.3825,130.885
248,0810,WANGURI,NT,Darwin,-12.3725,130.887778
249,0811,CASUARINA,NT,Darwin,-12.373333,130.881667
19975,0812,ANULA,NT,Darwin,-12.3928,130.89
19976,0812,BUFFALO CREEK,NT,Darwin,-12.3464,130.921
19977,0812,HOLMES,NT,Darwin,-12.3961,130.921
251,0812,KARAMA,NT,Darwin,-12.401069,130.916889
252,0812,LEANYER,NT,Darwin,-12.379444,130.8975
253,0812,MALAK,NT,Darwin,-12.393,130.904
254,0812,MARRARA,NT,Darwin,-12.398333,130.88
255,0812,NORTHLAKES,NT,Darwin,-12.3958,130.895
256,0812,SANDERSON,NT,Darwin,-12.3889,130.898
257,0812,WOODLEIGH GARDENS,NT,Darwin,-12.3794,130.898
258,0812,WULAGI,NT,Darwin,-12.384444,130.893056
24056,0813,KARAMA,NT,Darwin,-19.4914,132.551
259,0813,SANDERSON,NT,Darwin,-19.4914,132.551
260,0814,NIGHTCLIFF,NT,Darwin,-12.383,130.849
261,0815,CHARLES DARWIN UNIVERSITY,NT,Darwin,-12.3718,130.869
262,0820,BAGOT,NT,Darwin,-12.411487,130.85541
263,0820,BAYVIEW,NT,Darwin,-12.4403118,130.860162
264,0820,CHARLES DARWIN,NT,Darwin,-12.4359223,130.8786503
265,0820,COONAWARRA,NT,Darwin,-12.429722,130.911667
266,0820,CULLEN BAY,NT,Darwin,-12.4533181,130.8250685
19978,0820,DARWIN DC,NT,Darwin,-12.4634,130.846
268,0820,DARWIN INTERNATIONAL AIRPORT,NT,Darwin,-12.4154,130.883
269,0820,DARWIN MC,NT,Darwin,-12.3964,130.904
270,0820,EAST POINT,NT,Darwin,-12.410833,130.822222
19979,0820,EATON,NT,Darwin,-12.4256,130.865
271,0820,FANNIE BAY,NT,Darwin,-12.425,130.836389
272,0820,LARRAKEYAH,NT,Darwin,-12.458611,130.821667
273,0820,LUDMILLA,NT,Darwin,-12.414524,130.8500471
274,0820,PARAP,NT,Darwin,-12.4324801,130.8462536
275,0820,RAAF BASE DARWIN,NT,Darwin,-12.4253,130.864
276,0820,STUART PARK,NT,Darwin,-12.448611,130.841667
277,0820,THE GARDENS,NT,Darwin,-12.448611,130.836389
278,0820,THE NARROWS,NT,Darwin,-12.427778,130.860556
279,0820,WINNELLIE,NT,Darwin,-12.428889,130.869722
280,0820,WOOLNER,NT,Darwin,-12.437778,130.8475
281,0821,WINNELLIE,NT,Northern Territory - Outback,-12.428889,130.869722
282,0822,ACACIA HILLS,NT,Northern Territory - Outback,-12.7541536,131.1489404
19980,0822,ANGURUGU,NT,Northern Territory - Outback,-13.9812,136.461
19981,0822,ANINDILYAKWA,NT,Northern Territory - Outback,-13.861,136.441
19982,0822,ANNIE RIVER,NT,Northern Territory - Outback,-14.4942,143.751
19983,0822,BATHURST ISLAND,NT,Northern Territory - Outback,-11.7365,130.431
286,0822,BEES CREEK,NT,Northern Territory - Outback,-12.555285,131.059105
19984,0822,BELYUEN,NT,Northern Territory - Outback,-12.5382,130.683
19985,0822,BLACK JUNGLE,NT,Northern Territory - Outback,-12.5233,131.207
19986,0822,BLACKMORE,NT,Northern Territory - Outback,-12.741,130.933
287,0822,BORDER STORE,NT,Northern Territory - Outback,-12.4244,132.964
19987,0822,BURRUNDIE,NT,Northern Territory - Outback,-13.4511,131.387
19988,0822,BYNOE,NT,Northern Territory - Outback,-12.8006,130.613
19989,0822,BYNOE HARBOUR,NT,Northern Territory - Outback,-12.6605,130.587
19990,0822,CAMP CREEK,NT,Northern Territory - Outback,-13.1735,130.932
19991,0822,CHANNEL ISLAND,NT,Northern Territory - Outback,-12.5532,130.866
19992,0822,CHARLES DARWIN,NT,Northern Territory - Outback,-12.4359,130.879
19993,0822,CHARLOTTE,NT,Northern Territory - Outback,-12.7152,130.886
19994,0822,CLARAVALE,NT,Northern Territory - Outback,-14.4956,131.353
19995,0822,COBOURG,NT,Northern Territory - Outback,-11.3952,132.268
19996,0822,COLLETT CREEK,NT,Northern Territory - Outback,-12.8628,130.95
19997,0822,COOMALIE CREEK,NT,Northern Territory - Outback,-13.0603,131.106
288,0822,COX PENINSULA,NT,Northern Territory - Outback,-12.4470329,130.7412751
289,0822,CROKER ISLAND,NT,Northern Territory - Outback,-11.1764,132.531
24057,0822,DALY,NT,Northern Territory - Outback,-12.435556,130.748056
290,0822,DALY RIVER,NT,Northern Territory - Outback,-13.7128168,130.6872034
291,0822,DARWIN MC,NT,Northern Territory - Outback,-12.4581,130.84
19998,0822,DARWIN RIVER DAM,NT,Northern Territory - Outback,-12.8947,131.14
19999,0822,DELISSAVILLE,NT,Northern Territory - Outback,-12.5382,130.683
20000,0822,DOUGLAS-DALY,NT,Northern Territory - Outback,-13.8005,131.344
20001,0822,EAST ARM,NT,Northern Territory - Outback,-12.4794,130.914
20002,0822,EAST ARNHEM,NT,Northern Territory - Outback,-12.2535,136.837
20003,0822,ELRUNDIE,NT,Northern Territory - Outback,-12.4796,130.96
20004,0822,EVA VALLEY,NT,Northern Territory - Outback,-13.1239,131.007
20005,0822,FINNISS VALLEY,NT,Northern Territory - Outback,-13.0245,130.942
23937,0822,FLEMING,NT,Northern Territory - Outback,-12.435556,130.748056
20006,0822,FLY CREEK,NT,Northern Territory - Outback,-12.8012,131.069
20007,0822,FREDS PASS,NT,Northern Territory - Outback,-12.5398,131.055
20008,0822,GALIWINKU,NT,Northern Territory - Outback,-12.0247,135.568
20009,0822,GLYDE POINT,NT,Northern Territory - Outback,-12.1797,131.08
295,0822,GOULBOURN ISLAND,NT,Northern Territory - Outback,-11.614,133.397
20010,0822,GOULBURN ISLAND,NT,Northern Territory - Outback,-11.614,133.397
20011,0822,GUNBALANYA,NT,Northern Territory - Outback,-12.3255,133.055
296,0822,GUNN POINT,NT,Northern Territory - Outback,-12.2078463,131.0331717
297,0822,HAYES CREEK,NT,Northern Territory - Outback,-13.5833,131.46
20012,0822,HIDDEN VALLEY,NT,Northern Territory - Outback,-12.4447,130.912
20013,0822,HOTHAM,NT,Northern Territory - Outback,-12.344,131.406
20014,0822,HUGHES,NT,Northern Territory - Outback,-12.6884,131.101
20015,0822,KAKADU,NT,Northern Territory - Outback,-12.6661,132.894
20016,0822,KOOLPINYAH,NT,Northern Territory - Outback,-12.3225,131.138
20017,0822,LAKE BENNETT,NT,Northern Territory - Outback,-12.9592,131.165
299,0822,LAMBELLS LAGOON,NT,Northern Territory - Outback,-12.5762506,131.2394314
20018,0822,LITCHFIELD PARK,NT,Northern Territory - Outback,-13.1292,130.803
300,0822,LIVINGSTONE,NT,Northern Territory - Outback,-12.682903,131.081889
20019,0822,LLOYD CREEK,NT,Northern Territory - Outback,-12.6208,131.122
20020,0822,MANDORAH,NT,Northern Territory - Outback,-12.4449,130.759
301,0822,MANINGRIDA,NT,Northern Territory - Outback,-12.0561356,134.2311504
24058,0822,MAPURU,NT,Northern Territory - Outback,-12.435556,130.748056
20021,0822,MARANUNGA,NT,Northern Territory - Outback,-13.7083,130.709
20022,0822,MARGARET RIVER,NT,Northern Territory - Outback,-13.295,131.197
24059,0822,MARRAKAI,NT,Northern Territory - Outback,-12.435556,130.748056
302,0822,MCMINNS LAGOON,NT,Northern Territory - Outback,-12.5459321,131.0746794
24133,0822,MICKET CREEK,NT,Northern Territory - Outback,0,0
20023,0822,MICKETT CREEK,NT,Northern Territory - Outback,-12.4059,130.955
303,0822,MIDDLE POINT,NT,Northern Territory - Outback,-12.5647934,131.325275
24060,0822,MILIKAPITI,NT,Northern Territory - Outback,-12.435556,130.748056
20024,0822,MILINGIMBI,NT,Northern Territory - Outback,-12.0939,134.897
305,0822,MILLWOOD,NT,Northern Territory - Outback,-11.8764,131.92
20025,0822,MILYAKBURRA,NT,Northern Territory - Outback,-13.7793,136.202
20026,0822,MINJILANG,NT,Northern Territory - Outback,-11.1483,132.577
20027,0822,MOUNT BUNDEY,NT,Northern Territory - Outback,-12.9038,131.677
20028,0822,MURRUMUJUK,NT,Northern Territory - Outback,-12.2804,131.065
20029,0822,NAUIYU,NT,Northern Territory - Outback,-13.7504,130.688
20030,0822,NEMARLUK,NT,Northern Territory - Outback,-14.1739,130.161
20031,0822,NGANMARRIYANGA,NT,Northern Territory - Outback,-14.335,129.883
307,0822,NGUIU,NT,Northern Territory - Outback,-11.7608881,130.6330634
20032,0822,NUMBULWAR,NT,Northern Territory - Outback,-14.2762,135.74
20033,0822,NUMBURINDI,NT,Northern Territory - Outback,-13.9594,135.795
308,0822,OENPELLI,NT,Northern Territory - Outback,-12.3255375,133.0550335
20034,0822,PEPPIMENARTI,NT,Northern Territory - Outback,-14.1457,130.083
20035,0822,PIRLANGIMPI,NT,Northern Territory - Outback,-11.3903,130.421
309,0822,POINT STEPHENS,NT,Northern Territory - Outback,-11.8763843,131.9196471
20036,0822,POINT STUART,NT,Northern Territory - Outback,-12.5739,131.732
310,0822,PULARUMPI,NT,Northern Territory - Outback,-11.403865,130.4174858
311,0822,PULUMPA,NT,Northern Territory - Outback,-14.335,129.883
20037,0822,RAKULA,NT,Northern Territory - Outback,-13.1205,130.657
20038,0822,RAMINGINING,NT,Northern Territory - Outback,-12.3283,134.928
20039,0822,ROBIN FALLS,NT,Northern Territory - Outback,-13.3093,131.147
20040,0822,RUM JUNGLE,NT,Northern Territory - Outback,-13.0246,130.968
20041,0822,SANDPALMS ROADHOUSE,NT,Northern Territory - Outback,-12.8131,130.617
313,0822,SOUTHPORT,NT,Northern Territory - Outback,-12.722222,130.949167
20042,0822,STAPLETON,NT,Northern Territory - Outback,-13.2008,130.976
20043,0822,THAMARRURR,NT,Northern Territory - Outback,-14.201,129.641
20044,0822,TIPPERARY,NT,Northern Territory - Outback,-13.54,130.838
20045,0822,TIVENDALE,NT,Northern Territory - Outback,-12.4651,130.951
20046,0822,TIWI ISLANDS,NT,Northern Territory - Outback,-11.6969,130.878
20047,0822,TORTILLA FLATS,NT,Northern Territory - Outback,-13.0845,131.125
20048,0822,TUMBLING WATERS,NT,Northern Territory - Outback,-12.7656,130.956
315,0822,UMBAKUMBA,NT,Northern Territory - Outback,-13.86112,136.811614
20049,0822,VERNON ISLANDS,NT,Northern Territory - Outback,-12.0595,131.094
316,0822,VIRGINIA,NT,Northern Territory - Outback,-12.5483,131.017
317,0822,WADEYE,NT,Northern Territory - Outback,-14.2408378,129.5207566
318,0822,WAGAIT BEACH,NT,Northern Territory - Outback,-12.435556,130.748056
20050,0822,WAK WAK,NT,Northern Territory - Outback,-12.6619,131.335
20051,0822,WARRUWI,NT,Northern Territory - Outback,-11.6579,133.378
319,0822,WEDDELL,NT,Northern Territory - Outback,-12.6733614,131.0477672
20052,0822,WEST ARNHEM,NT,Northern Territory - Outback,-12.2562,133.657
20053,0822,WICKHAM,NT,Northern Territory - Outback,-12.5733,130.925
320,0822,WINNELLIE,NT,Northern Territory - Outback,-12.428889,130.869722
20054,0822,WISHART,NT,Northern Territory - Outback,-12.455,130.931
321,0822,WOOLANING,NT,Northern Territory - Outback,-13.10391,130.667007
20055,0822,WURRUMIYANGA,NT,Northern Territory - Outback,-11.7609,130.633
322,0828,BERRIMAH,NT,Darwin,-12.433889,130.922778
323,0828,KNUCKEY LAGOON,NT,Darwin,-12.425833,130.942222
24048,0829,HOLTZE,NT,Darwin,-12.4587,130.961
20056,0829,PINELANDS,NT,Darwin,-12.4587,130.961
20057,0830,ARCHER,NT,Darwin,-12.5164,130.971
326,0830,DRIVER,NT,Darwin,-12.485085,130.973005
327,0830,DURACK,NT,Darwin,-12.475085,130.973005
328,0830,FARRAR,NT,Darwin,-12.478,130.991
329,0830,GRAY,NT,Darwin,-12.492205,130.978915
330,0830,MARLOW LAGOON,NT,Darwin,-12.498405,130.964515
331,0830,MOULDEN,NT,Darwin,-12.51,130.976
332,0830,PALMERSTON,NT,Darwin,-12.4784614,130.9851852
333,0830,SHOAL BAY,NT,Darwin,-12.4122468,130.9716227
334,0830,WOODROFFE,NT,Darwin,-12.499539,130.981
335,0830,YARRAWONGA,NT,Darwin,-12.471085,130.990115
336,0831,PALMERSTON,NT,Darwin,-12.4784614,130.9851852
20058,0832,BAKEWELL,NT,Darwin,-12.4987,130.993
20059,0832,BELLAMACK,NT,Darwin,-12.5148,130.981
339,0832,GUNN,NT,Darwin,-12.488685,130.991515
20060,0832,JOHNSTON,NT,Darwin,-12.4864,131.01
340,0832,MITCHELL,NT,Darwin,-12.5291024,130.9943034
341,0832,ROSEBERY,NT,Darwin,-12.504825,130.991815
342,0832,ROSEBERY HEIGHTS,NT,Darwin,-12.501829,130.9884539
20061,0832,ZUCCOLI,NT,Darwin,-12.5102,131.007
20062,0834,VIRGINIA,NT,Darwin,-12.5405,131.029
21821,0835,Coolalinga,NT,Darwin,-12.5242,131.042
343,0835,HOWARD SPRINGS,NT,Darwin,-12.4779013,131.0696413
344,0835,VIRGINIA,NT,Darwin,-12.4779013,131.0696413
24061,0836,GIRRAWEEN,NT,Darwin,-12.542319,131.157189
345,0836,HERBERT,NT,Darwin,-12.542319,131.157189
20063,0836,HUMPTY DOO,NT,Darwin,-12.5753,131.102
347,0837,MANTON,NT,Darwin,-12.8316015,131.1604226
20064,0837,NOONAMAH,NT,Darwin,-12.6342,131.074
349,0838,BERRY SPRINGS,NT,Darwin,-12.7174085,131.0192349
20065,0839,COOLALINGA,NT,Darwin,-12.5188645,131.0406631
350,0840,DUNDEE BEACH,NT,Northern Territory - Outback,-12.7575418,130.3928484
351,0840,DUNDEE DOWNS,NT,Northern Territory - Outback,-12.7669665,130.5025384
352,0840,DUNDEE FOREST,NT,Northern Territory - Outback,-12.8042078,130.4484499
353,0841,DARWIN RIVER,NT,Darwin,-12.8357379,130.9788775
354,0845,BATCHELOR,NT,Northern Territory - Outback,-13.0785018,131.0625213
355,0846,ADELAIDE RIVER,NT,Northern Territory - Outback,-13.1748284,131.1401349
356,0847,PINE CREEK,NT,Northern Territory - Outback,-13.8380256,131.8004409
20066,0850,COSSACK,NT,Northern Territory - Outback,-14.5052,132.193
20067,0850,EMUNGALAN,NT,Northern Territory - Outback,-14.4412,132.258
357,0850,KATHERINE,NT,Northern Territory - Outback,-14.4521139,132.2715145
20068,0850,KATHERINE EAST,NT,Northern Territory - Outback,-14.4662,132.285
20069,0850,KATHERINE SOUTH,NT,Northern Territory - Outback,-14.469,132.259
20070,0850,LANSDOWNE,NT,Northern Territory - Outback,-14.4487,132.366
358,0851,KATHERINE,NT,Northern Territory - Outback,-14.4521139,132.2715145
20071,0852,ARNOLD,NT,Northern Territory - Outback,-16.4713,134.287
20072,0852,BAINES,NT,Northern Territory - Outback,-15.9785,129.003
20073,0852,BARUNGA,NT,Northern Territory - Outback,-14.5208,132.865
360,0852,BESWICK,NT,Northern Territory - Outback,-14.5582999,133.1141375
20074,0852,BESWICK CREEK,NT,Northern Territory - Outback,-14.5643,133.072
20075,0852,BINJARI,NT,Northern Territory - Outback,-14.5501,132.184
20076,0852,BIRDUM,NT,Northern Territory - Outback,-16.3068,133.385
20077,0852,BRADSHAW,NT,Northern Territory - Outback,-15.3589,131.266
20078,0852,BUCHANAN,NT,Northern Territory - Outback,-17.1074,129.045
20079,0852,BULMAN WEEMOL,NT,Northern Territory - Outback,-13.6539,134.315
20080,0852,CRESWELL,NT,Northern Territory - Outback,-17.9463,135.472
20081,0852,DAGURAGU,NT,Northern Territory - Outback,-17.4193,130.802
361,0852,DALY WATERS,NT,Northern Territory - Outback,-16.253333,133.369167
20082,0852,DELAMERE,NT,Northern Territory - Outback,-15.6848,131.672
362,0852,DUNMARRA,NT,Northern Territory - Outback,-16.6797,133.412
20083,0852,EDITH,NT,Northern Territory - Outback,-14.3044,132.082
363,0852,EDITH RIVER,NT,Northern Territory - Outback,-14.2547,131.893
20084,0852,ELSEY,NT,Northern Territory - Outback,-14.9948,133.471
364,0852,ELSEY STATION,NT,Northern Territory - Outback,-15.0842,133.124
20085,0852,FLORINA,NT,Northern Territory - Outback,-14.577,132.028
20086,0852,FLYING FOX,NT,Northern Territory - Outback,-13.6636,134.349
20087,0852,GREGORY,NT,Northern Territory - Outback,-15.6379,130.867
20088,0852,GULUNG MARDRULK,NT,Northern Territory - Outback,-13.6601,134.353
20089,0852,GURINDJI,NT,Northern Territory - Outback,-17.6566,130.907
22843,0852,HELEN SPRINGS STATION,NT,Northern Territory - Outback,-18.4336,133.876
20090,0852,JILKMINGGAN,NT,Northern Territory - Outback,-14.9615,133.293
20091,0852,KALKARINDJI,NT,Northern Territory - Outback,-17.4333,130.833
365,0852,KALKARINGI,NT,Northern Territory - Outback,-17.4333,130.833
366,0852,KATHERINE,NT,Northern Territory - Outback,-14.4521139,132.2715145
367,0852,LAJAMANU,NT,Northern Territory - Outback,-18.3325453,130.6337664
368,0852,LARRIMAH,NT,Northern Territory - Outback,-15.5748288,133.2170993
20092,0852,LIMMEN,NT,Northern Territory - Outback,-14.8928,135.01
369,0852,MANBULLOO,NT,Northern Territory - Outback,-14.6762852,132.0873958
20093,0852,MARANBOY,NT,Northern Territory - Outback,-14.5267,132.787
20094,0852,MATARANKA,NT,Northern Territory - Outback,-14.9234,133.066
20095,0852,MCARTHUR,NT,Northern Territory - Outback,-16.625,135.8
20096,0852,MINIYERI,NT,Northern Territory - Outback,-15.2254,134.08
20097,0852,NGUKURR,NT,Northern Territory - Outback,-14.7328,134.732
20098,0852,NITMILUK,NT,Northern Territory - Outback,-14.0753,131.983
373,0852,NUMBULWAR,NT,Northern Territory - Outback,-14.2762335,135.740254
24062,0852,NUTWOOD DOWNS,NT,Northern Territory - Outback,-16.4713,134.287
20099,0852,PELLEW ISLANDS,NT,Northern Territory - Outback,-15.6608,136.814
20100,0852,PIGEON HOLE,NT,Northern Territory - Outback,-16.7872,131.214
20101,0852,ROBINSON RIVER,NT,Northern Territory - Outback,-16.1585,137.175
20102,0852,STURT PLATEAU,NT,Northern Territory - Outback,-15.6591,132.612
20103,0852,TANAMI EAST,NT,Northern Territory - Outback,-16.7552,132.571
20104,0852,TIMBER CREEK,NT,Northern Territory - Outback,-15.6432,130.467
20105,0852,TOP SPRINGS,NT,Northern Territory - Outback,-16.5503,131.803
20106,0852,URALLA,NT,Northern Territory - Outback,-14.4858,132.32
20107,0852,VENN,NT,Northern Territory - Outback,-14.5934,132.48
20108,0852,VICTORIA RIVER,NT,Northern Territory - Outback,-16.7123,130.518
375,0852,VICTORIA RIVER DOWNS,NT,Northern Territory - Outback,-15.6164,131.128
20109,0852,WARUMUNGU,NT,Northern Territory - Outback,-19.4366,134.223
376,0852,WAVE HILL,NT,Northern Territory - Outback,-17.433333,130.833333
20110,0852,WILTON,NT,Northern Territory - Outback,-14.4025,135.086
20111,0852,YARRALIN,NT,Northern Territory - Outback,-16.4526,130.842
20112,0853,TINDAL,NT,Northern Territory - Outback,-14.5473,132.374
377,0853,TINDAL RAAF,NT,Northern Territory - Outback,-14.5129,132.365
378,0854,BORROLOOLA,NT,Northern Territory - Outback,-16.0684461,136.3097128
20113,0854,KING ASH BAY,NT,Northern Territory - Outback,-15.9335,136.483
380,0860,TENNANT CREEK,NT,Northern Territory - Outback,-19.6573896,134.1815176
381,0861,BRUNCHILLY,NT,Northern Territory - Outback,-18.874571,134.500504
382,0861,TENNANT CREEK,NT,Northern Territory - Outback,-19.648362,134.1899907
383,0862,AVON DOWNS,NT,Northern Territory - Outback,-20.0303016,137.4905275
20114,0862,CALVERT,NT,Northern Territory - Outback,-17.1338,137.494
384,0862,CRESSWELL DOWNS,NT,Northern Territory - Outback,-19.2033786,136.3866597
385,0862,ELLIOTT,NT,Northern Territory - Outback,-17.553611,133.544722
386,0862,HELEN SPRINGS,NT,Northern Territory - Outback,-18.260772,133.9974132
387,0862,MUCKATY STATION,NT,Northern Territory - Outback,-18.9177993,136.516262
388,0862,NEWCASTLE WATERS,NT,Northern Territory - Outback,-17.366667,133.4
20115,0862,NICHOLSON,NT,Northern Territory - Outback,-19.0601,136.689
20116,0862,PAMAYU,NT,Northern Territory - Outback,-18.3189,133.795
389,0862,PHILLIP CREEK STATION,NT,Northern Territory - Outback,-18.7922,134.031
390,0862,RENNER SPRINGS,NT,Northern Territory - Outback,-18.3182596,133.7947048
20117,0862,TABLELANDS,NT,Northern Territory - Outback,-19.7089,135.827
391,0862,TENNANT CREEK,NT,Northern Territory - Outback,-19.648362,134.1899907
392,0862,THREE WAYS,NT,Northern Territory - Outback,-19.6484,134.19
393,0862,WARREGO,NT,Northern Territory - Outback,-18.9177993,136.516262
394,0862,WOLLOGORANG STATION,NT,Northern Territory - Outback,-18.9177993,136.516262
395,0862,WYCLIFFE WELL,NT,Northern Territory - Outback,-20.8,134.233
396,0870,ALICE SPRINGS,NT,Northern Territory - Outback,-23.698042,133.8807471
20118,0870,ARALUEN,NT,Northern Territory - Outback,-23.6961,133.853
20119,0870,BRAITLING,NT,Northern Territory - Outback,-23.6753,133.865
20120,0870,CICCONE,NT,Northern Territory - Outback,-23.6926,133.87
20121,0870,DESERT SPRINGS,NT,Northern Territory - Outback,-23.7142,133.889
20122,0870,EAST SIDE,NT,Northern Territory - Outback,-23.6887,133.901
20123,0870,GILLEN,NT,Northern Territory - Outback,-23.7085,133.865
20124,0870,SADADEEN,NT,Northern Territory - Outback,-23.7044,133.903
20125,0870,STUART,NT,Northern Territory - Outback,-23.6765,133.882
20126,0870,THE GAP,NT,Northern Territory - Outback,-23.7146,133.874
20127,0870,WHITE GUMS,NT,Northern Territory - Outback,-23.7549,133.772
397,0871,ALICE SPRINGS,NT,Northern Territory - Outback,-23.698042,133.8807471
398,0872,AHERRENGE,NT,Northern Territory - Outback,-21.6721,135.232
399,0872,ALI CURUNG,NT,Northern Territory - Outback,-21.0027811,134.4048542
400,0872,ALICE SPRINGS,NT,Northern Territory - Outback,-23.698042,133.8807471
401,0872,AMATA,NT,Northern Territory - Outback,-26.1508962,131.1466585
402,0872,AMOONGUNA,NT,Northern Territory - Outback,-23.7637984,133.9293711
20128,0872,AMPILATWATJA,NT,Northern Territory - Outback,-21.6565,135.225
20129,0872,ANANGU PITJANTJATJARA YANKUNYTJATJARA,NT,Northern Territory - Outback,-23.5887,131.281
20130,0872,ANATYE,NT,Northern Territory - Outback,-22.6893,136.411
20131,0872,ANMATJERE,NT,Northern Territory - Outback,-22.2457,133.425
403,0872,ANTEWENEGERRDE,NT,Northern Territory - Outback,-23.5887,131.281
404,0872,AREYONGA,NT,Northern Territory - Outback,-24.073056,132.269167
20132,0872,ATITJERE,NT,Northern Territory - Outback,-22.9797,134.932
20133,0872,AYERS RANGE SOUTH,SA,Northern Territory - Outback,-26.1906,133.268
406,0872,AYERS ROCK,NT,Northern Territory - Outback,-25.3444,131.037
20134,0872,BARROW CREEK,NT,Northern Territory - Outback,-21.3799,133.976
20135,0872,BURT PLAIN,NT,Northern Territory - Outback,-23.5343,133.863
20136,0872,CANTEEN CREEK,NT,Northern Territory - Outback,-20.64,135.588
20137,0872,CHILLA WELL,NT,Northern Territory - Outback,-21.5428,131
20138,0872,COSTELLO,NT,Northern Territory - Outback,-21.152,136.998
20139,0872,DAVENPORT,NT,Northern Territory - Outback,-21.5123,133.905
20140,0872,DE ROSE HILL,SA,Northern Territory - Outback,-26.5561,133.311
409,0872,DOCKER RIVER,NT,Northern Territory - Outback,-24.8742,129.084
20141,0872,ENGAWALA,NT,Northern Territory - Outback,-22.8053,134.458
410,0872,ERLDUNDA,NT,Northern Territory - Outback,-25.1977877,133.2007976
411,0872,ERNABELLA,SA,Northern Territory - Outback,-26.2796,132.134
22838,0872,ERNABELLA (PUKATJA),SA,Northern Territory - Outback,-26.2796,132.134
412,0872,FINKE,NT,Northern Territory - Outback,-25.5815982,134.5776916
413,0872,FREGON,SA,Northern Territory - Outback,-26.7655,132.028
20142,0872,GHAN,NT,Northern Territory - Outback,-25.199,133.202
414,0872,GIBSON DESERT NORTH,WA,Northern Territory - Outback,-22.2876036,126.8924386
20143,0872,GIBSON DESERT SOUTH,WA,Northern Territory - Outback,-25.0143,126.93
416,0872,HAASTS BLUFF,NT,Northern Territory - Outback,-23.447,131.882
20144,0872,HALE,NT,Northern Territory - Outback,-23.6812,134.218
20145,0872,HART,NT,Northern Territory - Outback,-22.9799,134.919
20146,0872,HART RANGE,NT,Northern Territory - Outback,-23.1667,134.833
20147,0872,HERMANNSBURG,NT,Northern Territory - Outback,-23.9431,132.778
20148,0872,HUGH,NT,Northern Territory - Outback,-23.8128,133.847
418,0872,IMAMPA,NT,Northern Territory - Outback,-25.1299,132.57
20149,0872,IMANPA,NT,Northern Territory - Outback,-25.1299,132.57
419,0872,INDULKANA,SA,Northern Territory - Outback,-26.9661,133.308
22844,0872,INDULKANA (IWANTJA),SA,Northern Territory - Outback,-26.9661,133.308
20150,0872,ININTI STORE,NT,Northern Territory - Outback,-25.3476,131.065
24063,0872,IRRUNYTJU,WA,Northern Territory - Outback,-25.1299,132.57
20151,0872,IWANTJA,SA,Northern Territory - Outback,-26.9661,133.308
420,0872,JAY CREEK,NT,Northern Territory - Outback,-23.8254,133.482
20152,0872,KALKA,SA,Northern Territory - Outback,-26.1171,129.152
20153,0872,KALTJITI,SA,Northern Territory - Outback,-26.7655,132.028
20154,0872,KALTUKATJARA,NT,Northern Territory - Outback,-24.8742,129.084
24064,0872,KANPA,WA,Northern Territory - Outback,-25.1299,132.57
20155,0872,KANPI,SA,Northern Territory - Outback,-26.1676,130.118
23966,0872,KINGS CREEK STATION,NT,Northern Territory - Outback,-25.1299,132.57
422,0872,KINTORE,NT,Northern Territory - Outback,-23.276389,129.390278
20156,0872,KIWIRRKURRA,WA,Northern Territory - Outback,-22.8151,127.762
20157,0872,KULGERA,NT,Northern Territory - Outback,-25.8436,133.288
20158,0872,KUNPARRKA,NT,Northern Territory - Outback,-23.1989,131.801
20159,0872,LAKE MACKAY,NT,Northern Territory - Outback,-22.5939,128.695
20160,0872,LAMBINA,SA,Northern Territory - Outback,-26.9884,134.021
20161,0872,LARAMBA,NT,Northern Territory - Outback,-22.5421,132.761
23973,0872,MACDONNELL RANGE,NT,Northern Territory - Outback,-25.1299,132.57
24065,0872,MANTAMARU,WA,Northern Territory - Outback,-25.1299,132.57
20162,0872,MEREENIE,NT,Northern Territory - Outback,-23.8953,131.826
20163,0872,MIMILI,SA,Northern Territory - Outback,-27.0061,132.71
20164,0872,MOUNT LIEBIG,NT,Northern Territory - Outback,-23.2652,131.271
20165,0872,MOUNT ZEIL,NT,Northern Territory - Outback,-23.6851,132.674
427,0872,MULGA BORE,NT,Northern Territory - Outback,-22.4526,134.211
